Region,RegionCode,City,Link,PostalCode
Bayern,BY,Betzenstein,/wiki/Betzenstein,91282
Bayern,BY,Bischofsheim in der Rhön,/wiki/Bischofsheim_in_der_Rh%C3%B6n,97653
Bayern,BY,Bobingen,/wiki/Bobingen,86399
Bayern,BY,Bogen,/wiki/Bogen_(Stadt),94327
Bayern,BY,Buchloe,/wiki/Buchloe,86807
Bayern,BY,Burgau,/wiki/Burgau,89331
Bayern,BY,Burgbernheim,/wiki/Burgbernheim,91593
Bayern,BY,Burghausen,/wiki/Burghausen,84489
Bayern,BY,Burgkunstadt,/wiki/Burgkunstadt,96224
Bayern,BY,Burglengenfeld,/wiki/Burglengenfeld,93133
Bayern,BY,Cham,/wiki/Cham_(Oberpfalz),93413
Bayern,BY,Coburg,/wiki/Coburg,96450
Bayern,BY,Creußen,/wiki/Creu%C3%9Fen,95473
Bayern,BY,Dachau,/wiki/Dachau,85221
Bayern,BY,Deggendorf,/wiki/Deggendorf,"94469,"
Bayern,BY,Dettelbach,/wiki/Dettelbach,"97335, 97337"
Bayern,BY,Dietfurt an der Altmühl,/wiki/Dietfurt_an_der_Altm%C3%BChl,92345
Bayern,BY,Dillingen an der Donau,/wiki/Dillingen_an_der_Donau,89407
Bayern,BY,Dingolfing,/wiki/Dingolfing,84130
Bayern,BY,Dinkelsbühl,/wiki/Dinkelsb%C3%BChl,91550
Bayern,BY,Donauwörth,/wiki/Donauw%C3%B6rth,86609
Bayern,BY,Dorfen,/wiki/Dorfen,"84405, 84428"
Bayern,BY,Ebermannstadt,/wiki/Ebermannstadt,91320
Bayern,BY,Ebern,/wiki/Ebern,96106
Bayern,BY,Ebersberg,/wiki/Ebersberg,85560
Bayern,BY,Eggenfelden,/wiki/Eggenfelden,84307
Bayern,BY,Eibelstadt,/wiki/Eibelstadt,97246
Bayern,BY,Eichstätt,/wiki/Eichst%C3%A4tt,85072
Bayern,BY,Ellingen,/wiki/Ellingen,91792
Bayern,BY,Eltmann,/wiki/Eltmann,97483
Bayern,BY,Erbendorf,/wiki/Erbendorf,"92681, 92690"
Bayern,BY,Erding,/wiki/Erding,85435
Bayern,BY,Erlangen,/wiki/Erlangen,"91052, 91054, 91056, 91058"
Bayern,BY,Erlenbach am Main,/wiki/Erlenbach_am_Main,63906
Bayern,BY,Eschenbach in der Oberpfalz,/wiki/Eschenbach_in_der_Oberpfalz,92676
Bayern,BY,Feuchtwangen,/wiki/Feuchtwangen,91555
Bayern,BY,Fladungen,/wiki/Fladungen,97650
Bayern,BY,Forchheim,/wiki/Forchheim,91301
Bayern,BY,Freilassing,/wiki/Freilassing,83395
Bayern,BY,Freising,/wiki/Freising,"85354, 85356"
Bayern,BY,Freystadt,/wiki/Freystadt,92342
Bayern,BY,Freyung,/wiki/Freyung,94078
Bayern,BY,Friedberg,/wiki/Friedberg_(Bayern),86316
Bayern,BY,Fürstenfeldbruck,/wiki/F%C3%BCrstenfeldbruck,82256
Bayern,BY,Fürth,/wiki/F%C3%BCrth,90762–90768
Bayern,BY,Furth im Wald,/wiki/Furth_im_Wald,93437
Bayern,BY,Füssen,/wiki/F%C3%BCssen,87629
Bayern,BY,Garching bei München,/wiki/Garching_bei_M%C3%BCnchen,85748
Bayern,BY,Gefrees,/wiki/Gefrees,"95482, 95236"
Bayern,BY,Geiselhöring,/wiki/Geiselh%C3%B6ring,94333
Bayern,BY,Geisenfeld,/wiki/Geisenfeld,85290
Bayern,BY,Gemünden am Main,/wiki/Gem%C3%BCnden_am_Main,97737
Bayern,BY,Geretsried,/wiki/Geretsried,82538
Bayern,BY,Germering,/wiki/Germering,82110
Bayern,BY,Gerolzhofen,/wiki/Gerolzhofen,97447
Bayern,BY,Gersthofen,/wiki/Gersthofen,86368
Bayern,BY,Goldkronach,/wiki/Goldkronach,95497
Bayern,BY,Grafenau,/wiki/Grafenau_(Niederbayern),"94481, 94568"
Bayern,BY,Gräfenberg,/wiki/Gr%C3%A4fenberg,91322
Bayern,BY,Grafenwöhr,/wiki/Grafenw%C3%B6hr,92655
Bayern,BY,Grafing bei München,/wiki/Grafing_bei_M%C3%BCnchen,85567
Bayern,BY,Greding,/wiki/Greding,91171
Bayern,BY,Gundelfingen an der Donau,/wiki/Gundelfingen_an_der_Donau,89423
Bayern,BY,Günzburg,/wiki/G%C3%BCnzburg,89312
Bayern,BY,Gunzenhausen,/wiki/Gunzenhausen,91710
Bayern,BY,Hallstadt,/wiki/Hallstadt,96103
Bayern,BY,Hammelburg,/wiki/Hammelburg,97762
Bayern,BY,Harburg,/wiki/Harburg_(Schwaben),86655
Bayern,BY,Haßfurt,/wiki/Ha%C3%9Ffurt,97437
Bayern,BY,Hauzenberg,/wiki/Hauzenberg,94051
Bayern,BY,Heideck,/wiki/Heideck,91180
Bayern,BY,Heilsbronn,/wiki/Heilsbronn,91560
Bayern,BY,Helmbrechts,/wiki/Helmbrechts,95233
Bayern,BY,Hemau,/wiki/Hemau,93155
Bayern,BY,Herrieden,/wiki/Herrieden,91567
Bayern,BY,Hersbruck,/wiki/Hersbruck,91217
Bayern,BY,Herzogenaurach,/wiki/Herzogenaurach,91074
Bayern,BY,Hilpoltstein,/wiki/Hilpoltstein,91161
Bayern,BY,Hirschau,/wiki/Hirschau,92242
Bayern,BY,Höchstadt an der Aisch,/wiki/H%C3%B6chstadt_an_der_Aisch,91315
Bayern,BY,Höchstädt an der Donau,/wiki/H%C3%B6chst%C3%A4dt_an_der_Donau,89420
Bayern,BY,Hof,/wiki/Hof_(Saale),"95028, 95030, 95032"
Bayern,BY,Hofheim in Unterfranken,/wiki/Hofheim_in_Unterfranken,97461
Bayern,BY,Hohenberg an der Eger,/wiki/Hohenberg_an_der_Eger,95691
Bayern,BY,Hollfeld,/wiki/Hollfeld,96142
Bayern,BY,Ichenhausen,/wiki/Ichenhausen,89335
Bayern,BY,Illertissen,/wiki/Illertissen,89257
Bayern,BY,Immenstadt im Allgäu,/wiki/Immenstadt_im_Allg%C3%A4u,87509
Bayern,BY,Ingolstadt,/wiki/Ingolstadt,85049–85057
Bayern,BY,Iphofen,/wiki/Iphofen,97346
Bayern,BY,Karlstadt,/wiki/Karlstadt,97753
Bayern,BY,Kaufbeuren,/wiki/Kaufbeuren,87600
Bayern,BY,Kelheim,/wiki/Kelheim,93309
Bayern,BY,Kemnath,/wiki/Kemnath,95478
Bayern,BY,Kempten,/wiki/Kempten_(Allg%C3%A4u),"87435, 87437, 87439"
Bayern,BY,Kirchenlamitz,/wiki/Kirchenlamitz,"95158, 95100"
Bayern,BY,Kitzingen,/wiki/Kitzingen,97318
Bayern,BY,Klingenberg am Main,/wiki/Klingenberg_am_Main,63911
Bayern,BY,Kolbermoor,/wiki/Kolbermoor,83059
Bayern,BY,Königsberg in Bayern,/wiki/K%C3%B6nigsberg_in_Bayern,97486
Bayern,BY,Königsbrunn,/wiki/K%C3%B6nigsbrunn,86343
Bayern,BY,Kronach,/wiki/Kronach,96317
Bayern,BY,Krumbach,/wiki/Krumbach_(Schwaben),86381
Bayern,BY,Kulmbach,/wiki/Kulmbach,95326
Bayern,BY,Kupferberg,/wiki/Kupferberg,95362
Bayern,BY,Landau an der Isar,/wiki/Landau_an_der_Isar,94405
Bayern,BY,Landsberg am Lech,/wiki/Landsberg_am_Lech,"86899, 86932"
Bayern,BY,Landshut,/wiki/Landshut,84028–84036
Bayern,BY,Langenzenn,/wiki/Langenzenn,90579
Bayern,BY,Lauf an der Pegnitz,/wiki/Lauf_an_der_Pegnitz,91207
Bayern,BY,Laufen,/wiki/Laufen_(Salzach),83410
Bayern,BY,Lauingen,/wiki/Lauingen_(Donau),89415
Bayern,BY,Leipheim,/wiki/Leipheim,89340
Bayern,BY,Leutershausen,/wiki/Leutershausen,91578
Bayern,BY,Lichtenberg,/wiki/Lichtenberg_(Oberfranken),95192
Bayern,BY,Lichtenfels,/wiki/Lichtenfels_(Oberfranken),96215
Bayern,BY,Lindau,/wiki/Lindau_(Bodensee),88131
Bayern,BY,Lindenberg im Allgäu,/wiki/Lindenberg_im_Allg%C3%A4u,88161
Bayern,BY,Lohr am Main,/wiki/Lohr_am_Main,97816
Bayern,BY,Ludwigsstadt,/wiki/Ludwigsstadt,96337
Bayern,BY,Mainbernheim,/wiki/Mainbernheim,97350
Bayern,BY,Mainburg,/wiki/Mainburg,84048
Bayern,BY,Marktbreit,/wiki/Marktbreit,97340
Bayern,BY,Marktheidenfeld,/wiki/Marktheidenfeld,97828
Bayern,BY,Marktleuthen,/wiki/Marktleuthen,95168
Bayern,BY,Marktoberdorf,/wiki/Marktoberdorf,87616
Bayern,BY,Marktredwitz,/wiki/Marktredwitz,95615
Bayern,BY,Marktsteft,/wiki/Marktsteft,97342
Bayern,BY,Maxhütte-Haidhof,/wiki/Maxh%C3%BCtte-Haidhof,93142
Bayern,BY,Mellrichstadt,/wiki/Mellrichstadt,97638
Bayern,BY,Memmingen,/wiki/Memmingen,87700
Bayern,BY,Merkendorf,/wiki/Merkendorf_(Mittelfranken),91732
Bayern,BY,Miesbach,/wiki/Miesbach,83714
Bayern,BY,Miltenberg,/wiki/Miltenberg,63897
Bayern,BY,Mindelheim,/wiki/Mindelheim,87719
Bayern,BY,Mitterteich,/wiki/Mitterteich,95666
Bayern,BY,Monheim,/wiki/Monheim_(Schwaben),86653
Bayern,BY,Moosburg an der Isar,/wiki/Moosburg_an_der_Isar,85368
Bayern,BY,Mühldorf am Inn,/wiki/M%C3%BChldorf_am_Inn,84453
Bayern,BY,Münchberg,/wiki/M%C3%BCnchberg,95213
Bayern,BY,München,/wiki/M%C3%BCnchen,"80331–81929, 85540"
Bayern,BY,Münnerstadt,/wiki/M%C3%BCnnerstadt,97702
Bayern,BY,Nabburg,/wiki/Nabburg,92507
Bayern,BY,Naila,/wiki/Naila,95119
Bayern,BY,Neuburg an der Donau,/wiki/Neuburg_an_der_Donau,86633
Bayern,BY,Neumarkt in der Oberpfalz,/wiki/Neumarkt_in_der_Oberpfalz,92318
Bayern,BY,Neumarkt-Sankt Veit,/wiki/Neumarkt-Sankt_Veit,84494
Bayern,BY,Neunburg vorm Wald,/wiki/Neunburg_vorm_Wald,92431
Bayern,BY,Neuötting,/wiki/Neu%C3%B6tting,84524
Bayern,BY,Neusäß,/wiki/Neus%C3%A4%C3%9F,86356
Bayern,BY,Neustadt am Kulm,/wiki/Neustadt_am_Kulm,95514
Bayern,BY,Neustadt an der Aisch,/wiki/Neustadt_an_der_Aisch,91413
Bayern,BY,Neustadt an der Donau,/wiki/Neustadt_an_der_Donau,93333
Bayern,BY,Neustadt an der Waldnaab,/wiki/Neustadt_an_der_Waldnaab,92660
Bayern,BY,Neustadt bei Coburg,/wiki/Neustadt_bei_Coburg,96465
Bayern,BY,Neutraubling,/wiki/Neutraubling,93073
Bayern,BY,Neu-Ulm,/wiki/Neu-Ulm,"89231, 89233"
Bayern,BY,Nittenau,/wiki/Nittenau,93149
Bayern,BY,Nördlingen,/wiki/N%C3%B6rdlingen,86720
Bayern,BY,Nürnberg,/wiki/N%C3%BCrnberg,90402–90491
Bayern,BY,Oberasbach,/wiki/Oberasbach,90522
Bayern,BY,Obernburg am Main,/wiki/Obernburg_am_Main,63785
Bayern,BY,Oberviechtach,/wiki/Oberviechtach,92526
Bayern,BY,Ochsenfurt,/wiki/Ochsenfurt,97199
Bayern,BY,Oettingen in Bayern,/wiki/Oettingen_in_Bayern,86732
Bayern,BY,Olching,/wiki/Olching,82140
Bayern,BY,Ornbau,/wiki/Ornbau,91737
Bayern,BY,Osterhofen,/wiki/Osterhofen,94486
Bayern,BY,Ostheim vor der Rhön,/wiki/Ostheim_vor_der_Rh%C3%B6n,"97645, 97647"
Bayern,BY,Pappenheim,/wiki/Pappenheim,91788
Bayern,BY,Parsberg,/wiki/Parsberg,92331
Bayern,BY,Passau,/wiki/Passau,"94032, 94034, 94036"
Bayern,BY,Pegnitz,/wiki/Pegnitz_(Stadt),91257
Bayern,BY,Penzberg,/wiki/Penzberg,82377
Bayern,BY,Pfaffenhofen an der Ilm,/wiki/Pfaffenhofen_an_der_Ilm,85276
Bayern,BY,Pfarrkirchen,/wiki/Pfarrkirchen,84347
Bayern,BY,Pfreimd,/wiki/Pfreimd,92536
Bayern,BY,Plattling,/wiki/Plattling,94447
Bayern,BY,Pleystein,/wiki/Pleystein,92714
Bayern,BY,Pocking,/wiki/Pocking,94060
Bayern,BY,Pottenstein,/wiki/Pottenstein_(Oberfranken),91278
Bayern,BY,Pressath,/wiki/Pressath,92690
Bayern,BY,Prichsenstadt,/wiki/Prichsenstadt,97357
Bayern,BY,Puchheim,/wiki/Puchheim,82178
Bayern,BY,Rain,/wiki/Rain_(Lech),86641
Bayern,BY,Regen,/wiki/Regen_(Stadt),94209
Bayern,BY,Regensburg,/wiki/Regensburg,93047–93059
Bayern,BY,Rehau,/wiki/Rehau,95111
Bayern,BY,Riedenburg,/wiki/Riedenburg,93339
Bayern,BY,Rieneck,/wiki/Rieneck,97794
Bayern,BY,Rödental,/wiki/R%C3%B6dental,96472
Bayern,BY,Roding,/wiki/Roding,93426
Bayern,BY,Rosenheim,/wiki/Rosenheim,"83022, 83024, 83026"
Bayern,BY,Roth,/wiki/Roth,91154
Bayern,BY,Röthenbach an der Pegnitz,/wiki/R%C3%B6thenbach_an_der_Pegnitz,90552
Bayern,BY,Rothenburg ob der Tauber,/wiki/Rothenburg_ob_der_Tauber,91541
Bayern,BY,Rothenfels,/wiki/Rothenfels,97851
Bayern,BY,Rottenburg an der Laaber,/wiki/Rottenburg_an_der_Laaber,84056
Bayern,BY,Röttingen,/wiki/R%C3%B6ttingen,97285
Bayern,BY,Rötz,/wiki/R%C3%B6tz,92444
Bayern,BY,Schauenstein,/wiki/Schauenstein,95197
Bayern,BY,Scheinfeld,/wiki/Scheinfeld,91443
Bayern,BY,Scheßlitz,/wiki/Sche%C3%9Flitz,96110
Bayern,BY,Schillingsfürst,/wiki/Schillingsf%C3%BCrst,91583
Bayern,BY,Schlüsselfeld,/wiki/Schl%C3%BCsselfeld,96132
Bayern,BY,Schnaittenbach,/wiki/Schnaittenbach,92253
Bayern,BY,Schongau,/wiki/Schongau,86956
Bayern,BY,Schönsee,/wiki/Sch%C3%B6nsee,92539
Bayern,BY,Schönwald,/wiki/Sch%C3%B6nwald_(Bayern),95173
Bayern,BY,Schrobenhausen,/wiki/Schrobenhausen,86529
Bayern,BY,Schwabach,/wiki/Schwabach,91126
Bayern,BY,Schwabmünchen,/wiki/Schwabm%C3%BCnchen,86830
Bayern,BY,Schwandorf,/wiki/Schwandorf,92421
Bayern,BY,Schwarzenbach am Wald,/wiki/Schwarzenbach_am_Wald,95131
Bayern,BY,Schwarzenbach an der Saale,/wiki/Schwarzenbach_an_der_Saale,"95126, 95158"
Bayern,BY,Schweinfurt,/wiki/Schweinfurt,"97421, 97422, 97424"
Bayern,BY,Selb,/wiki/Selb,95100
Bayern,BY,Selbitz,/wiki/Selbitz_(Oberfranken),95152
Bayern,BY,Senden,/wiki/Senden_(Bayern),89250
Bayern,BY,Seßlach,/wiki/Se%C3%9Flach,96145
Bayern,BY,Simbach am Inn,/wiki/Simbach_am_Inn,84359
Bayern,BY,Sonthofen,/wiki/Sonthofen,87527
Bayern,BY,Spalt,/wiki/Spalt,91174
Bayern,BY,Stadtbergen,/wiki/Stadtbergen,86391
Bayern,BY,Stadtprozelten,/wiki/Stadtprozelten,97909
Bayern,BY,Stadtsteinach,/wiki/Stadtsteinach,95346
Bayern,BY,Starnberg,/wiki/Starnberg,82319
Bayern,BY,Stein,/wiki/Stein_(Mittelfranken),90547
Bayern,BY,Straubing,/wiki/Straubing,94315
Bayern,BY,Sulzbach-Rosenberg,/wiki/Sulzbach-Rosenberg,92237
Bayern,BY,Tegernsee,/wiki/Tegernsee_(Stadt),83684
Bayern,BY,Teublitz,/wiki/Teublitz,93158
Bayern,BY,Teuschnitz,/wiki/Teuschnitz,96358
Bayern,BY,Thannhausen,/wiki/Thannhausen_(Schwaben),86470
Bayern,BY,Tirschenreuth,/wiki/Tirschenreuth,95643
Bayern,BY,Tittmoning,/wiki/Tittmoning,84529
Bayern,BY,Töging am Inn,/wiki/T%C3%B6ging_am_Inn,84513
Bayern,BY,Traunreut,/wiki/Traunreut,"83301, "
Bayern,BY,Traunstein,/wiki/Traunstein,83278
Bayern,BY,Treuchtlingen,/wiki/Treuchtlingen,91757
Bayern,BY,Trostberg,/wiki/Trostberg,83308
Bayern,BY,Uffenheim,/wiki/Uffenheim,97215
Bayern,BY,Unterschleißheim,/wiki/Unterschlei%C3%9Fheim,85716
Bayern,BY,Velburg,/wiki/Velburg,92355
Bayern,BY,Velden,/wiki/Velden_(Pegnitz),91235
Bayern,BY,Viechtach,/wiki/Viechtach,94234
Bayern,BY,Vilsbiburg,/wiki/Vilsbiburg,84137
Bayern,BY,Vilseck,/wiki/Vilseck,92249
Bayern,BY,Vilshofen an der Donau,/wiki/Vilshofen_an_der_Donau,94474
Bayern,BY,Vohburg an der Donau,/wiki/Vohburg_an_der_Donau,85088
Bayern,BY,Vohenstrauß,/wiki/Vohenstrau%C3%9F,92648
Bayern,BY,Vöhringen,/wiki/V%C3%B6hringen_(Iller),89269
Bayern,BY,Volkach,/wiki/Volkach,97332
Bayern,BY,Waischenfeld,/wiki/Waischenfeld,91344
Bayern,BY,Waldershof,/wiki/Waldershof,95679
Bayern,BY,Waldkirchen,/wiki/Waldkirchen,94065
Bayern,BY,Waldkraiburg,/wiki/Waldkraiburg,84478
Bayern,BY,Waldmünchen,/wiki/Waldm%C3%BCnchen,93449
Bayern,BY,Waldsassen,/wiki/Waldsassen,95652
Bayern,BY,Wallenfels,/wiki/Wallenfels,96346
Bayern,BY,Wasserburg am Inn,/wiki/Wasserburg_am_Inn,83512
Bayern,BY,Wassertrüdingen,/wiki/Wassertr%C3%BCdingen,91717
Bayern,BY,Weiden in der Oberpfalz,/wiki/Weiden_in_der_Oberpfalz,92637
Bayern,BY,Weilheim in Oberbayern,/wiki/Weilheim_in_Oberbayern,82362
Bayern,BY,Weismain,/wiki/Weismain,96260
Bayern,BY,Weißenburg in Bayern,/wiki/Wei%C3%9Fenburg_in_Bayern,91781
Bayern,BY,Weißenhorn,/wiki/Wei%C3%9Fenhorn,89264
Bayern,BY,Weißenstadt,/wiki/Wei%C3%9Fenstadt,95163
Bayern,BY,Wemding,/wiki/Wemding,86650
Bayern,BY,Wertingen,/wiki/Wertingen,86637
Bayern,BY,Windischeschenbach,/wiki/Windischeschenbach,92670
Bayern,BY,Windsbach,/wiki/Windsbach,91575
Bayern,BY,Wolframs-Eschenbach,/wiki/Wolframs-Eschenbach,91639
Bayern,BY,Wolfratshausen,/wiki/Wolfratshausen,82515
Bayern,BY,Wörth am Main,/wiki/W%C3%B6rth_am_Main,63939
Bayern,BY,Wörth an der Donau,/wiki/W%C3%B6rth_an_der_Donau,93086
Bayern,BY,Wunsiedel,/wiki/Wunsiedel,95632
Bayern,BY,Würzburg,/wiki/W%C3%BCrzburg,97070–97084
Bayern,BY,Zeil am Main,/wiki/Zeil_am_Main,97475
Bayern,BY,Zirndorf,/wiki/Zirndorf,90513
Bayern,BY,Zwiesel,/wiki/Zwiesel,94227
Baden-Württemberg,BW,Aach,/wiki/Aach_(Hegau),78267
Baden-Württemberg,BW,Aalen,/wiki/Aalen,"73430–73434, 73453"
Baden-Württemberg,BW,Achern,/wiki/Achern,77855
Baden-Württemberg,BW,Adelsheim,/wiki/Adelsheim,74740
Baden-Württemberg,BW,Aichtal,/wiki/Aichtal,72631
Baden-Württemberg,BW,Albstadt,/wiki/Albstadt,72458–72461
Baden-Württemberg,BW,Alpirsbach,/wiki/Alpirsbach,72275
Baden-Württemberg,BW,Altensteig,/wiki/Altensteig,72213
Baden-Württemberg,BW,Asperg,/wiki/Asperg,71679
Baden-Württemberg,BW,Aulendorf,/wiki/Aulendorf,88326
Baden-Württemberg,BW,Backnang,/wiki/Backnang,"71522, 71570"
Baden-Württemberg,BW,Bad Buchau,/wiki/Bad_Buchau,88422
Baden-Württemberg,BW,Bad Dürrheim,/wiki/Bad_D%C3%BCrrheim,78073
Baden-Württemberg,BW,Baden-Baden,/wiki/Baden-Baden,"76530, 76532, 76534"
Baden-Württemberg,BW,Bad Friedrichshall,/wiki/Bad_Friedrichshall,74177
Baden-Württemberg,BW,Bad Herrenalb,/wiki/Bad_Herrenalb,76332
Baden-Württemberg,BW,Bad Krozingen,/wiki/Bad_Krozingen,79189
Baden-Württemberg,BW,Bad Liebenzell,/wiki/Bad_Liebenzell,75378
Baden-Württemberg,BW,Bad Mergentheim,/wiki/Bad_Mergentheim,97980
Baden-Württemberg,BW,Bad Rappenau,/wiki/Bad_Rappenau,74906
Baden-Württemberg,BW,Bad Säckingen,/wiki/Bad_S%C3%A4ckingen,79713
Baden-Württemberg,BW,Bad Saulgau,/wiki/Bad_Saulgau,88348
Baden-Württemberg,BW,Bad Schussenried,/wiki/Bad_Schussenried,88427
Baden-Württemberg,BW,Bad Teinach-Zavelstein,/wiki/Bad_Teinach-Zavelstein,75385
Baden-Württemberg,BW,Bad Urach,/wiki/Bad_Urach,72574
Baden-Württemberg,BW,Bad Waldsee,/wiki/Bad_Waldsee,88339
Baden-Württemberg,BW,Bad Wildbad,/wiki/Bad_Wildbad,75323
Baden-Württemberg,BW,Bad Wimpfen,/wiki/Bad_Wimpfen,74206
Baden-Württemberg,BW,Bad Wurzach,/wiki/Bad_Wurzach,88410
Baden-Württemberg,BW,Balingen,/wiki/Balingen,72336
Baden-Württemberg,BW,Beilstein,/wiki/Beilstein_(W%C3%BCrttemberg),"71717, "
Baden-Württemberg,BW,Besigheim,/wiki/Besigheim,74354
Baden-Württemberg,BW,Biberach an der Riß,/wiki/Biberach_an_der_Ri%C3%9F,88400
Baden-Württemberg,BW,Bietigheim-Bissingen,/wiki/Bietigheim-Bissingen,74321
Baden-Württemberg,BW,Blaubeuren,/wiki/Blaubeuren,89143
Baden-Württemberg,BW,Blaustein,/wiki/Blaustein,89134
Baden-Württemberg,BW,Blumberg,/wiki/Blumberg,78176
Baden-Württemberg,BW,Böblingen,/wiki/B%C3%B6blingen,"71032, 71034"
Baden-Württemberg,BW,Bonndorf im Schwarzwald,/wiki/Bonndorf_im_Schwarzwald,79848
Baden-Württemberg,BW,Bönnigheim,/wiki/B%C3%B6nnigheim,74357
Baden-Württemberg,BW,Bopfingen,/wiki/Bopfingen,73441
Baden-Württemberg,BW,Boxberg,/wiki/Boxberg_(Baden),97944
Baden-Württemberg,BW,Brackenheim,/wiki/Brackenheim,74336
Baden-Württemberg,BW,Bräunlingen,/wiki/Br%C3%A4unlingen,78199
Baden-Württemberg,BW,Breisach am Rhein,/wiki/Breisach_am_Rhein,79206
Baden-Württemberg,BW,Bretten,/wiki/Bretten,75015
Baden-Württemberg,BW,Bruchsal,/wiki/Bruchsal,76646
Baden-Württemberg,BW,Buchen,/wiki/Buchen_(Odenwald),74722
Baden-Württemberg,BW,Bühl,/wiki/B%C3%BChl,77815
Baden-Württemberg,BW,Burladingen,/wiki/Burladingen,72393
Baden-Württemberg,BW,Calw,/wiki/Calw,75365
Baden-Württemberg,BW,Crailsheim,/wiki/Crailsheim,"74564, 74597"
Baden-Württemberg,BW,Creglingen,/wiki/Creglingen,"97993, 97990"
Baden-Württemberg,BW,Dietenheim,/wiki/Dietenheim,89165
Baden-Württemberg,BW,Ditzingen,/wiki/Ditzingen,71254
Baden-Württemberg,BW,Donaueschingen,/wiki/Donaueschingen,78166
Baden-Württemberg,BW,Donzdorf,/wiki/Donzdorf,73072
Baden-Württemberg,BW,Dornhan,/wiki/Dornhan,72175
Baden-Württemberg,BW,Dornstetten,/wiki/Dornstetten,72280
Baden-Württemberg,BW,Eberbach,/wiki/Eberbach,"69412, "
Baden-Württemberg,BW,Ebersbach an der Fils,/wiki/Ebersbach_an_der_Fils,73061
Baden-Württemberg,BW,Ehingen,/wiki/Ehingen_(Donau),89584
Baden-Württemberg,BW,Eislingen,/wiki/Eislingen/Fils,73054
Baden-Württemberg,BW,Ellwangen,/wiki/Ellwangen_(Jagst),73479
Baden-Württemberg,BW,Elzach,/wiki/Elzach,79215
Baden-Württemberg,BW,Emmendingen,/wiki/Emmendingen,79312
Baden-Württemberg,BW,Endingen am Kaiserstuhl,/wiki/Endingen_am_Kaiserstuhl,79346
Baden-Württemberg,BW,Engen,/wiki/Engen,78234
Baden-Württemberg,BW,Eppelheim,/wiki/Eppelheim,69214
Baden-Württemberg,BW,Eppingen,/wiki/Eppingen,75031
Baden-Württemberg,BW,Erbach,/wiki/Erbach_(Donau),89155
Baden-Württemberg,BW,Esslingen am Neckar,/wiki/Esslingen_am_Neckar,73728–73734
Baden-Württemberg,BW,Ettenheim,/wiki/Ettenheim,77955
Baden-Württemberg,BW,Ettlingen,/wiki/Ettlingen,"76275, 76359"
Baden-Württemberg,BW,Fellbach,/wiki/Fellbach,"70734, 70736"
Baden-Württemberg,BW,Filderstadt,/wiki/Filderstadt,70794
Baden-Württemberg,BW,Forchtenberg,/wiki/Forchtenberg,"74670, 74249, 74632, 74639"
