Region,RegionCode,City,Link,PostalCode
Bayern,BY,Bad Wörishofen,/wiki/Bad_W%C3%B6rishofen,['86825']
Bayern,BY,Baiersdorf,/wiki/Baiersdorf,['91083']
Bayern,BY,Bamberg,/wiki/Bamberg,"['96047', '96049', '96050', '96052']"
Bayern,BY,Bärnau,/wiki/B%C3%A4rnau,['95671']
Bayern,BY,Baunach,/wiki/Baunach,['96148']
Bayern,BY,Bayreuth,/wiki/Bayreuth,"['95444', '95445', '95447', '95448']"
Bayern,BY,Beilngries,/wiki/Beilngries,"['92339', '92345']"
Bayern,BY,Berching,/wiki/Berching,['92334']
Bayern,BY,Betzenstein,/wiki/Betzenstein,['91282']
Bayern,BY,Bischofsheim in der Rhön,/wiki/Bischofsheim_in_der_Rh%C3%B6n,['97653']
Bayern,BY,Bobingen,/wiki/Bobingen,['86399']
Bayern,BY,Bogen,/wiki/Bogen_(Stadt),['94327']
Bayern,BY,Buchloe,/wiki/Buchloe,['86807']
Bayern,BY,Burgau,/wiki/Burgau,['89331']
Bayern,BY,Burgbernheim,/wiki/Burgbernheim,['91593']
Bayern,BY,Burghausen,/wiki/Burghausen,['84489']
Bayern,BY,Burgkunstadt,/wiki/Burgkunstadt,['96224']
Bayern,BY,Burglengenfeld,/wiki/Burglengenfeld,['93133']
Bayern,BY,Cham,/wiki/Cham_(Oberpfalz),['93413']
Bayern,BY,Coburg,/wiki/Coburg,['96450']
Bayern,BY,Creußen,/wiki/Creu%C3%9Fen,['95473']
Bayern,BY,Dachau,/wiki/Dachau,['85221']
Bayern,BY,Deggendorf,/wiki/Deggendorf,['94469']
Bayern,BY,Dettelbach,/wiki/Dettelbach,"['97335', '97337']"
Bayern,BY,Dietfurt an der Altmühl,/wiki/Dietfurt_an_der_Altm%C3%BChl,['92345']
Bayern,BY,Dillingen an der Donau,/wiki/Dillingen_an_der_Donau,['89407']
Bayern,BY,Dingolfing,/wiki/Dingolfing,['84130']
Bayern,BY,Dinkelsbühl,/wiki/Dinkelsb%C3%BChl,['91550']
Bayern,BY,Donauwörth,/wiki/Donauw%C3%B6rth,['86609']
Bayern,BY,Dorfen,/wiki/Dorfen,"['84405', '84428']"
Bayern,BY,Ebermannstadt,/wiki/Ebermannstadt,['91320']
Bayern,BY,Ebern,/wiki/Ebern,['96106']
Bayern,BY,Ebersberg,/wiki/Ebersberg,['85560']
Bayern,BY,Eggenfelden,/wiki/Eggenfelden,['84307']
Bayern,BY,Eibelstadt,/wiki/Eibelstadt,['97246']
Bayern,BY,Eichstätt,/wiki/Eichst%C3%A4tt,['85072']
Bayern,BY,Ellingen,/wiki/Ellingen,['91792']
Bayern,BY,Eltmann,/wiki/Eltmann,['97483']
Bayern,BY,Erbendorf,/wiki/Erbendorf,"['92681', '92690']"
Bayern,BY,Erding,/wiki/Erding,['85435']
Bayern,BY,Erlangen,/wiki/Erlangen,"['91052', '91054', '91056', '91058']"
Bayern,BY,Erlenbach am Main,/wiki/Erlenbach_am_Main,['63906']
Bayern,BY,Eschenbach in der Oberpfalz,/wiki/Eschenbach_in_der_Oberpfalz,['92676']
Bayern,BY,Feuchtwangen,/wiki/Feuchtwangen,['91555']
Bayern,BY,Fladungen,/wiki/Fladungen,['97650']
Bayern,BY,Forchheim,/wiki/Forchheim,['91301']
Bayern,BY,Freilassing,/wiki/Freilassing,['83395']
Bayern,BY,Freising,/wiki/Freising,"['85354', '85356']"
Bayern,BY,Freystadt,/wiki/Freystadt,['92342']
Bayern,BY,Freyung,/wiki/Freyung,['94078']
Bayern,BY,Friedberg,/wiki/Friedberg_(Bayern),['86316']
Bayern,BY,Fürstenfeldbruck,/wiki/F%C3%BCrstenfeldbruck,['82256']
Bayern,BY,Fürth,/wiki/F%C3%BCrth,"['90762', '90763', '90764', '90765', '90766', '90767', '90768']"
Bayern,BY,Furth im Wald,/wiki/Furth_im_Wald,['93437']
Bayern,BY,Füssen,/wiki/F%C3%BCssen,['87629']
Bayern,BY,Garching bei München,/wiki/Garching_bei_M%C3%BCnchen,['85748']
Bayern,BY,Gefrees,/wiki/Gefrees,"['95482', '95236']"
Bayern,BY,Geiselhöring,/wiki/Geiselh%C3%B6ring,['94333']
Bayern,BY,Geisenfeld,/wiki/Geisenfeld,['85290']
Bayern,BY,Gemünden am Main,/wiki/Gem%C3%BCnden_am_Main,['97737']
Bayern,BY,Geretsried,/wiki/Geretsried,['82538']
Bayern,BY,Germering,/wiki/Germering,['82110']
Bayern,BY,Gerolzhofen,/wiki/Gerolzhofen,['97447']
Bayern,BY,Gersthofen,/wiki/Gersthofen,['86368']
Bayern,BY,Goldkronach,/wiki/Goldkronach,['95497']
Bayern,BY,Grafenau,/wiki/Grafenau_(Niederbayern),"['94481', '94568']"
Bayern,BY,Gräfenberg,/wiki/Gr%C3%A4fenberg,['91322']
Bayern,BY,Grafenwöhr,/wiki/Grafenw%C3%B6hr,['92655']
Bayern,BY,Grafing bei München,/wiki/Grafing_bei_M%C3%BCnchen,['85567']
Bayern,BY,Greding,/wiki/Greding,['91171']
Bayern,BY,Gundelfingen an der Donau,/wiki/Gundelfingen_an_der_Donau,['89423']
Bayern,BY,Günzburg,/wiki/G%C3%BCnzburg,['89312']
Bayern,BY,Gunzenhausen,/wiki/Gunzenhausen,['91710']
Bayern,BY,Hallstadt,/wiki/Hallstadt,['96103']
Bayern,BY,Hammelburg,/wiki/Hammelburg,['97762']
Bayern,BY,Harburg,/wiki/Harburg_(Schwaben),['86655']
Bayern,BY,Haßfurt,/wiki/Ha%C3%9Ffurt,['97437']
Bayern,BY,Hauzenberg,/wiki/Hauzenberg,['94051']
Bayern,BY,Heideck,/wiki/Heideck,['91180']
Bayern,BY,Heilsbronn,/wiki/Heilsbronn,['91560']
Bayern,BY,Helmbrechts,/wiki/Helmbrechts,['95233']
Bayern,BY,Hemau,/wiki/Hemau,['93155']
Bayern,BY,Herrieden,/wiki/Herrieden,['91567']
Bayern,BY,Hersbruck,/wiki/Hersbruck,['91217']
Bayern,BY,Herzogenaurach,/wiki/Herzogenaurach,['91074']
Bayern,BY,Hilpoltstein,/wiki/Hilpoltstein,['91161']
Bayern,BY,Hirschau,/wiki/Hirschau,['92242']
Bayern,BY,Höchstadt an der Aisch,/wiki/H%C3%B6chstadt_an_der_Aisch,['91315']
Bayern,BY,Höchstädt an der Donau,/wiki/H%C3%B6chst%C3%A4dt_an_der_Donau,['89420']
Bayern,BY,Hof,/wiki/Hof_(Saale),"['95028', '95030', '95032']"
Bayern,BY,Hofheim in Unterfranken,/wiki/Hofheim_in_Unterfranken,['97461']
Bayern,BY,Hohenberg an der Eger,/wiki/Hohenberg_an_der_Eger,['95691']
Bayern,BY,Hollfeld,/wiki/Hollfeld,['96142']
Bayern,BY,Ichenhausen,/wiki/Ichenhausen,['89335']
Bayern,BY,Illertissen,/wiki/Illertissen,['89257']
Bayern,BY,Immenstadt im Allgäu,/wiki/Immenstadt_im_Allg%C3%A4u,['87509']
Bayern,BY,Ingolstadt,/wiki/Ingolstadt,"['85049', '85050', '85051', '85052', '85053', '85054', '85055', '85056', '85057']"
Bayern,BY,Iphofen,/wiki/Iphofen,['97346']
Bayern,BY,Karlstadt,/wiki/Karlstadt,['97753']
Bayern,BY,Kaufbeuren,/wiki/Kaufbeuren,['87600']
Bayern,BY,Kelheim,/wiki/Kelheim,['93309']
Bayern,BY,Kemnath,/wiki/Kemnath,['95478']
Bayern,BY,Kempten,/wiki/Kempten_(Allg%C3%A4u),"['87435', '87437', '87439']"
Bayern,BY,Kirchenlamitz,/wiki/Kirchenlamitz,"['95158', '95100']"
Bayern,BY,Kitzingen,/wiki/Kitzingen,['97318']
Bayern,BY,Klingenberg am Main,/wiki/Klingenberg_am_Main,['63911']
Bayern,BY,Kolbermoor,/wiki/Kolbermoor,['83059']
Bayern,BY,Königsberg in Bayern,/wiki/K%C3%B6nigsberg_in_Bayern,['97486']
Bayern,BY,Königsbrunn,/wiki/K%C3%B6nigsbrunn,['86343']
Bayern,BY,Kronach,/wiki/Kronach,['96317']
Bayern,BY,Krumbach,/wiki/Krumbach_(Schwaben),['86381']
Bayern,BY,Kulmbach,/wiki/Kulmbach,['95326']
Bayern,BY,Kupferberg,/wiki/Kupferberg,['95362']
Bayern,BY,Landau an der Isar,/wiki/Landau_an_der_Isar,['94405']
Bayern,BY,Landsberg am Lech,/wiki/Landsberg_am_Lech,"['86899', '86932']"
Bayern,BY,Landshut,/wiki/Landshut,"['84028', '84029', '84030', '84031', '84032', '84033', '84034', '84035', '84036']"
Bayern,BY,Langenzenn,/wiki/Langenzenn,['90579']
Bayern,BY,Lauf an der Pegnitz,/wiki/Lauf_an_der_Pegnitz,['91207']
Bayern,BY,Laufen,/wiki/Laufen_(Salzach),['83410']
Bayern,BY,Lauingen,/wiki/Lauingen_(Donau),['89415']
Bayern,BY,Leipheim,/wiki/Leipheim,['89340']
Bayern,BY,Leutershausen,/wiki/Leutershausen,['91578']
Bayern,BY,Lichtenberg,/wiki/Lichtenberg_(Oberfranken),['95192']
Bayern,BY,Lichtenfels,/wiki/Lichtenfels_(Oberfranken),['96215']
Bayern,BY,Lindau,/wiki/Lindau_(Bodensee),['88131']
Bayern,BY,Lindenberg im Allgäu,/wiki/Lindenberg_im_Allg%C3%A4u,['88161']
Bayern,BY,Lohr am Main,/wiki/Lohr_am_Main,['97816']
Bayern,BY,Ludwigsstadt,/wiki/Ludwigsstadt,['96337']
Bayern,BY,Mainbernheim,/wiki/Mainbernheim,['97350']
Bayern,BY,Mainburg,/wiki/Mainburg,['84048']
Bayern,BY,Marktbreit,/wiki/Marktbreit,['97340']
Bayern,BY,Marktheidenfeld,/wiki/Marktheidenfeld,['97828']
Bayern,BY,Marktleuthen,/wiki/Marktleuthen,['95168']
Bayern,BY,Marktoberdorf,/wiki/Marktoberdorf,['87616']
Bayern,BY,Marktredwitz,/wiki/Marktredwitz,['95615']
Bayern,BY,Marktsteft,/wiki/Marktsteft,['97342']
Bayern,BY,Maxhütte-Haidhof,/wiki/Maxh%C3%BCtte-Haidhof,['93142']
Bayern,BY,Mellrichstadt,/wiki/Mellrichstadt,['97638']
Bayern,BY,Memmingen,/wiki/Memmingen,['87700']
Bayern,BY,Merkendorf,/wiki/Merkendorf_(Mittelfranken),['91732']
Bayern,BY,Miesbach,/wiki/Miesbach,['83714']
Bayern,BY,Miltenberg,/wiki/Miltenberg,['63897']
Bayern,BY,Mindelheim,/wiki/Mindelheim,['87719']
Bayern,BY,Mitterteich,/wiki/Mitterteich,['95666']
Bayern,BY,Monheim,/wiki/Monheim_(Schwaben),['86653']
Bayern,BY,Moosburg an der Isar,/wiki/Moosburg_an_der_Isar,['85368']
Bayern,BY,Mühldorf am Inn,/wiki/M%C3%BChldorf_am_Inn,['84453']
Bayern,BY,Münchberg,/wiki/M%C3%BCnchberg,['95213']
Bayern,BY,München,/wiki/M%C3%BCnchen,"['80331', '80332', '80333', '80334', '80335', '80336', '80337', '80338', '80339', '80340', '80341', '80342', '80343', '80344', '80345', '80346', '80347', '80348', '80349', '80350', '80351', '80352', '80353', '80354', '80355', '80356', '80357', '80358', '80359', '80360', '80361', '80362', '80363', '80364', '80365', '80366', '80367', '80368', '80369', '80370', '80371', '80372', '80373', '80374', '80375', '80376', '80377', '80378', '80379', '80380', '80381', '80382', '80383', '80384', '80385', '80386', '80387', '80388', '80389', '80390', '80391', '80392', '80393', '80394', '80395', '80396', '80397', '80398', '80399', '80400', '80401', '80402', '80403', '80404', '80405', '80406', '80407', '80408', '80409', '80410', '80411', '80412', '80413', '80414', '80415', '80416', '80417', '80418', '80419', '80420', '80421', '80422', '80423', '80424', '80425', '80426', '80427', '80428', '80429', '80430', '80431', '80432', '80433', '80434', '80435', '80436', '80437', '80438', '80439', '80440', '80441', '80442', '80443', '80444', '80445', '80446', '80447', '80448', '80449', '80450', '80451', '80452', '80453', '80454', '80455', '80456', '80457', '80458', '80459', '80460', '80461', '80462', '80463', '80464', '80465', '80466', '80467', '80468', '80469', '80470', '80471', '80472', '80473', '80474', '80475', '80476', '80477', '80478', '80479', '80480', '80481', '80482', '80483', '80484', '80485', '80486', '80487', '80488', '80489', '80490', '80491', '80492', '80493', '80494', '80495', '80496', '80497', '80498', '80499', '80500', '80501', '80502', '80503', '80504', '80505', '80506', '80507', '80508', '80509', '80510', '80511', '80512', '80513', '80514', '80515', '80516', '80517', '80518', '80519', '80520', '80521', '80522', '80523', '80524', '80525', '80526', '80527', '80528', '80529', '80530', '80531', '80532', '80533', '80534', '80535', '80536', '80537', '80538', '80539', '80540', '80541', '80542', '80543', '80544', '80545', '80546', '80547', '80548', '80549', '80550', '80551', '80552', '80553', '80554', '80555', '80556', '80557', '80558', '80559', '80560', '80561', '80562', '80563', '80564', '80565', '80566', '80567', '80568', '80569', '80570', '80571', '80572', '80573', '80574', '80575', '80576', '80577', '80578', '80579', '80580', '80581', '80582', '80583', '80584', '80585', '80586', '80587', '80588', '80589', '80590', '80591', '80592', '80593', '80594', '80595', '80596', '80597', '80598', '80599', '80600', '80601', '80602', '80603', '80604', '80605', '80606', '80607', '80608', '80609', '80610', '80611', '80612', '80613', '80614', '80615', '80616', '80617', '80618', '80619', '80620', '80621', '80622', '80623', '80624', '80625', '80626', '80627', '80628', '80629', '80630', '80631', '80632', '80633', '80634', '80635', '80636', '80637', '80638', '80639', '80640', '80641', '80642', '80643', '80644', '80645', '80646', '80647', '80648', '80649', '80650', '80651', '80652', '80653', '80654', '80655', '80656', '80657', '80658', '80659', '80660', '80661', '80662', '80663', '80664', '80665', '80666', '80667', '80668', '80669', '80670', '80671', '80672', '80673', '80674', '80675', '80676', '80677', '80678', '80679', '80680', '80681', '80682', '80683', '80684', '80685', '80686', '80687', '80688', '80689', '80690', '80691', '80692', '80693', '80694', '80695', '80696', '80697', '80698', '80699', '80700', '80701', '80702', '80703', '80704', '80705', '80706', '80707', '80708', '80709', '80710', '80711', '80712', '80713', '80714', '80715', '80716', '80717', '80718', '80719', '80720', '80721', '80722', '80723', '80724', '80725', '80726', '80727', '80728', '80729', '80730', '80731', '80732', '80733', '80734', '80735', '80736', '80737', '80738', '80739', '80740', '80741', '80742', '80743', '80744', '80745', '80746', '80747', '80748', '80749', '80750', '80751', '80752', '80753', '80754', '80755', '80756', '80757', '80758', '80759', '80760', '80761', '80762', '80763', '80764', '80765', '80766', '80767', '80768', '80769', '80770', '80771', '80772', '80773', '80774', '80775', '80776', '80777', '80778', '80779', '80780', '80781', '80782', '80783', '80784', '80785', '80786', '80787', '80788', '80789', '80790', '80791', '80792', '80793', '80794', '80795', '80796', '80797', '80798', '80799', '80800', '80801', '80802', '80803', '80804', '80805', '80806', '80807', '80808', '80809', '80810', '80811', '80812', '80813', '80814', '80815', '80816', '80817', '80818', '80819', '80820', '80821', '80822', '80823', '80824', '80825', '80826', '80827', '80828', '80829', '80830', '80831', '80832', '80833', '80834', '80835', '80836', '80837', '80838', '80839', '80840', '80841', '80842', '80843', '80844', '80845', '80846', '80847', '80848', '80849', '80850', '80851', '80852', '80853', '80854', '80855', '80856', '80857', '80858', '80859', '80860', '80861', '80862', '80863', '80864', '80865', '80866', '80867', '80868', '80869', '80870', '80871', '80872', '80873', '80874', '80875', '80876', '80877', '80878', '80879', '80880', '80881', '80882', '80883', '80884', '80885', '80886', '80887', '80888', '80889', '80890', '80891', '80892', '80893', '80894', '80895', '80896', '80897', '80898', '80899', '80900', '80901', '80902', '80903', '80904', '80905', '80906', '80907', '80908', '80909', '80910', '80911', '80912', '80913', '80914', '80915', '80916', '80917', '80918', '80919', '80920', '80921', '80922', '80923', '80924', '80925', '80926', '80927', '80928', '80929', '80930', '80931', '80932', '80933', '80934', '80935', '80936', '80937', '80938', '80939', '80940', '80941', '80942', '80943', '80944', '80945', '80946', '80947', '80948', '80949', '80950', '80951', '80952', '80953', '80954', '80955', '80956', '80957', '80958', '80959', '80960', '80961', '80962', '80963', '80964', '80965', '80966', '80967', '80968', '80969', '80970', '80971', '80972', '80973', '80974', '80975', '80976', '80977', '80978', '80979', '80980', '80981', '80982', '80983', '80984', '80985', '80986', '80987', '80988', '80989', '80990', '80991', '80992', '80993', '80994', '80995', '80996', '80997', '80998', '80999', '81000', '81001', '81002', '81003', '81004', '81005', '81006', '81007', '81008', '81009', '81010', '81011', '81012', '81013', '81014', '81015', '81016', '81017', '81018', '81019', '81020', '81021', '81022', '81023', '81024', '81025', '81026', '81027', '81028', '81029', '81030', '81031', '81032', '81033', '81034', '81035', '81036', '81037', '81038', '81039', '81040', '81041', '81042', '81043', '81044', '81045', '81046', '81047', '81048', '81049', '81050', '81051', '81052', '81053', '81054', '81055', '81056', '81057', '81058', '81059', '81060', '81061', '81062', '81063', '81064', '81065', '81066', '81067', '81068', '81069', '81070', '81071', '81072', '81073', '81074', '81075', '81076', '81077', '81078', '81079', '81080', '81081', '81082', '81083', '81084', '81085', '81086', '81087', '81088', '81089', '81090', '81091', '81092', '81093', '81094', '81095', '81096', '81097', '81098', '81099', '81100', '81101', '81102', '81103', '81104', '81105', '81106', '81107', '81108', '81109', '81110', '81111', '81112', '81113', '81114', '81115', '81116', '81117', '81118', '81119', '81120', '81121', '81122', '81123', '81124', '81125', '81126', '81127', '81128', '81129', '81130', '81131', '81132', '81133', '81134', '81135', '81136', '81137', '81138', '81139', '81140', '81141', '81142', '81143', '81144', '81145', '81146', '81147', '81148', '81149', '81150', '81151', '81152', '81153', '81154', '81155', '81156', '81157', '81158', '81159', '81160', '81161', '81162', '81163', '81164', '81165', '81166', '81167', '81168', '81169', '81170', '81171', '81172', '81173', '81174', '81175', '81176', '81177', '81178', '81179', '81180', '81181', '81182', '81183', '81184', '81185', '81186', '81187', '81188', '81189', '81190', '81191', '81192', '81193', '81194', '81195', '81196', '81197', '81198', '81199', '81200', '81201', '81202', '81203', '81204', '81205', '81206', '81207', '81208', '81209', '81210', '81211', '81212', '81213', '81214', '81215', '81216', '81217', '81218', '81219', '81220', '81221', '81222', '81223', '81224', '81225', '81226', '81227', '81228', '81229', '81230', '81231', '81232', '81233', '81234', '81235', '81236', '81237', '81238', '81239', '81240', '81241', '81242', '81243', '81244', '81245', '81246', '81247', '81248', '81249', '81250', '81251', '81252', '81253', '81254', '81255', '81256', '81257', '81258', '81259', '81260', '81261', '81262', '81263', '81264', '81265', '81266', '81267', '81268', '81269', '81270', '81271', '81272', '81273', '81274', '81275', '81276', '81277', '81278', '81279', '81280', '81281', '81282', '81283', '81284', '81285', '81286', '81287', '81288', '81289', '81290', '81291', '81292', '81293', '81294', '81295', '81296', '81297', '81298', '81299', '81300', '81301', '81302', '81303', '81304', '81305', '81306', '81307', '81308', '81309', '81310', '81311', '81312', '81313', '81314', '81315', '81316', '81317', '81318', '81319', '81320', '81321', '81322', '81323', '81324', '81325', '81326', '81327', '81328', '81329', '81330', '81331', '81332', '81333', '81334', '81335', '81336', '81337', '81338', '81339', '81340', '81341', '81342', '81343', '81344', '81345', '81346', '81347', '81348', '81349', '81350', '81351', '81352', '81353', '81354', '81355', '81356', '81357', '81358', '81359', '81360', '81361', '81362', '81363', '81364', '81365', '81366', '81367', '81368', '81369', '81370', '81371', '81372', '81373', '81374', '81375', '81376', '81377', '81378', '81379', '81380', '81381', '81382', '81383', '81384', '81385', '81386', '81387', '81388', '81389', '81390', '81391', '81392', '81393', '81394', '81395', '81396', '81397', '81398', '81399', '81400', '81401', '81402', '81403', '81404', '81405', '81406', '81407', '81408', '81409', '81410', '81411', '81412', '81413', '81414', '81415', '81416', '81417', '81418', '81419', '81420', '81421', '81422', '81423', '81424', '81425', '81426', '81427', '81428', '81429', '81430', '81431', '81432', '81433', '81434', '81435', '81436', '81437', '81438', '81439', '81440', '81441', '81442', '81443', '81444', '81445', '81446', '81447', '81448', '81449', '81450', '81451', '81452', '81453', '81454', '81455', '81456', '81457', '81458', '81459', '81460', '81461', '81462', '81463', '81464', '81465', '81466', '81467', '81468', '81469', '81470', '81471', '81472', '81473', '81474', '81475', '81476', '81477', '81478', '81479', '81480', '81481', '81482', '81483', '81484', '81485', '81486', '81487', '81488', '81489', '81490', '81491', '81492', '81493', '81494', '81495', '81496', '81497', '81498', '81499', '81500', '81501', '81502', '81503', '81504', '81505', '81506', '81507', '81508', '81509', '81510', '81511', '81512', '81513', '81514', '81515', '81516', '81517', '81518', '81519', '81520', '81521', '81522', '81523', '81524', '81525', '81526', '81527', '81528', '81529', '81530', '81531', '81532', '81533', '81534', '81535', '81536', '81537', '81538', '81539', '81540', '81541', '81542', '81543', '81544', '81545', '81546', '81547', '81548', '81549', '81550', '81551', '81552', '81553', '81554', '81555', '81556', '81557', '81558', '81559', '81560', '81561', '81562', '81563', '81564', '81565', '81566', '81567', '81568', '81569', '81570', '81571', '81572', '81573', '81574', '81575', '81576', '81577', '81578', '81579', '81580', '81581', '81582', '81583', '81584', '81585', '81586', '81587', '81588', '81589', '81590', '81591', '81592', '81593', '81594', '81595', '81596', '81597', '81598', '81599', '81600', '81601', '81602', '81603', '81604', '81605', '81606', '81607', '81608', '81609', '81610', '81611', '81612', '81613', '81614', '81615', '81616', '81617', '81618', '81619', '81620', '81621', '81622', '81623', '81624', '81625', '81626', '81627', '81628', '81629', '81630', '81631', '81632', '81633', '81634', '81635', '81636', '81637', '81638', '81639', '81640', '81641', '81642', '81643', '81644', '81645', '81646', '81647', '81648', '81649', '81650', '81651', '81652', '81653', '81654', '81655', '81656', '81657', '81658', '81659', '81660', '81661', '81662', '81663', '81664', '81665', '81666', '81667', '81668', '81669', '81670', '81671', '81672', '81673', '81674', '81675', '81676', '81677', '81678', '81679', '81680', '81681', '81682', '81683', '81684', '81685', '81686', '81687', '81688', '81689', '81690', '81691', '81692', '81693', '81694', '81695', '81696', '81697', '81698', '81699', '81700', '81701', '81702', '81703', '81704', '81705', '81706', '81707', '81708', '81709', '81710', '81711', '81712', '81713', '81714', '81715', '81716', '81717', '81718', '81719', '81720', '81721', '81722', '81723', '81724', '81725', '81726', '81727', '81728', '81729', '81730', '81731', '81732', '81733', '81734', '81735', '81736', '81737', '81738', '81739', '81740', '81741', '81742', '81743', '81744', '81745', '81746', '81747', '81748', '81749', '81750', '81751', '81752', '81753', '81754', '81755', '81756', '81757', '81758', '81759', '81760', '81761', '81762', '81763', '81764', '81765', '81766', '81767', '81768', '81769', '81770', '81771', '81772', '81773', '81774', '81775', '81776', '81777', '81778', '81779', '81780', '81781', '81782', '81783', '81784', '81785', '81786', '81787', '81788', '81789', '81790', '81791', '81792', '81793', '81794', '81795', '81796', '81797', '81798', '81799', '81800', '81801', '81802', '81803', '81804', '81805', '81806', '81807', '81808', '81809', '81810', '81811', '81812', '81813', '81814', '81815', '81816', '81817', '81818', '81819', '81820', '81821', '81822', '81823', '81824', '81825', '81826', '81827', '81828', '81829', '81830', '81831', '81832', '81833', '81834', '81835', '81836', '81837', '81838', '81839', '81840', '81841', '81842', '81843', '81844', '81845', '81846', '81847', '81848', '81849', '81850', '81851', '81852', '81853', '81854', '81855', '81856', '81857', '81858', '81859', '81860', '81861', '81862', '81863', '81864', '81865', '81866', '81867', '81868', '81869', '81870', '81871', '81872', '81873', '81874', '81875', '81876', '81877', '81878', '81879', '81880', '81881', '81882', '81883', '81884', '81885', '81886', '81887', '81888', '81889', '81890', '81891', '81892', '81893', '81894', '81895', '81896', '81897', '81898', '81899', '81900', '81901', '81902', '81903', '81904', '81905', '81906', '81907', '81908', '81909', '81910', '81911', '81912', '81913', '81914', '81915', '81916', '81917', '81918', '81919', '81920', '81921', '81922', '81923', '81924', '81925', '81926', '81927', '81928', '81929', '85540']"
Bayern,BY,Münnerstadt,/wiki/M%C3%BCnnerstadt,['97702']
Bayern,BY,Nabburg,/wiki/Nabburg,['92507']
Bayern,BY,Naila,/wiki/Naila,['95119']
Bayern,BY,Neuburg an der Donau,/wiki/Neuburg_an_der_Donau,['86633']
Bayern,BY,Neumarkt in der Oberpfalz,/wiki/Neumarkt_in_der_Oberpfalz,['92318']
Bayern,BY,Neumarkt-Sankt Veit,/wiki/Neumarkt-Sankt_Veit,['84494']
Bayern,BY,Neunburg vorm Wald,/wiki/Neunburg_vorm_Wald,['92431']
Bayern,BY,Neuötting,/wiki/Neu%C3%B6tting,['84524']
Bayern,BY,Neusäß,/wiki/Neus%C3%A4%C3%9F,['86356']
Bayern,BY,Neustadt am Kulm,/wiki/Neustadt_am_Kulm,['95514']
Bayern,BY,Neustadt an der Aisch,/wiki/Neustadt_an_der_Aisch,['91413']
Bayern,BY,Neustadt an der Donau,/wiki/Neustadt_an_der_Donau,['93333']
Bayern,BY,Neustadt an der Waldnaab,/wiki/Neustadt_an_der_Waldnaab,['92660']
Bayern,BY,Neustadt bei Coburg,/wiki/Neustadt_bei_Coburg,['96465']
Bayern,BY,Neutraubling,/wiki/Neutraubling,['93073']
Bayern,BY,Neu-Ulm,/wiki/Neu-Ulm,"['89231', '89233']"
Bayern,BY,Nittenau,/wiki/Nittenau,['93149']
Bayern,BY,Nördlingen,/wiki/N%C3%B6rdlingen,['86720']
